environment_rank,environment_key,parent_key,depth,observations,winners,hit_rate_percent,parent_observations,parent_adjusted_hit_rate_percent,adjusted_hit_rate_percent,lift_vs_root_pp,lift_vs_parent_pp,can_grow,environment,conditions_json,historical_row_count,ranking_score_percent,evidence_factor
45,race_type=3-hästarslopp AND red_warning=false AND spike_gap_bucket=40+ AND spread_bucket=70–80,race_type=3-hästarslopp AND red_warning=false AND spike_gap_bucket=40+,4,11,7,63.6364,35,60.1302,61.3743,22.0886,1.2441,True,Lopptyp = 3-hästarslopp -> Röd varning = Nej -> SpikeGap = 40+ -> Spread = 70–80,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""70–80""}]",11,50.8559,0.5238
46,red_warning=false AND spike_gap_bucket=0–10 AND spike_score_bucket=350–375,spike_gap_bucket=0–10 AND spike_score_bucket=350–375,3,11,8,72.7273,13,51.0198,60.9691,21.6833,9.9493,True,Röd varning = Nej -> SpikeGap = 0–10 -> SpikeScore = 350–375,"[{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""0–10""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""}]",11,50.6437,0.5238
47,race_type=3-hästarslopp AND yellow_warning=false,race_type=3-hästarslopp,2,33,19,57.5758,77,48.3063,54.0778,14.7921,5.7715,True,Lopptyp = 3-hästarslopp -> Gul varning = Nej,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":false}]",33,50.6378,0.7674
48,red_warning=false AND spike_gap_bucket=0–10 AND spread_bucket=80+ AND yellow_warning=true,spike_gap_bucket=0–10 AND spread_bucket=80+ AND yellow_warning=true,4,8,6,75.0,11,57.2664,64.7332,25.4475,7.4668,True,Röd varning = Nej -> SpikeGap = 0–10 -> Spread = 80+ -> Gul varning = Ja,"[{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""0–10""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",8,50.5957,0.4444
49,race_type=3-hästarslopp AND spread_bucket=80+ AND yellow_warning=false,race_type=3-hästarslopp AND yellow_warning=false,3,23,13,56.5217,33,54.0778,55.385,16.0993,1.3072,True,Lopptyp = 3-hästarslopp -> Spread = 80+ -> Gul varning = Nej,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":false}]",23,50.5064,0.697
50,race_type=3-hästarslopp AND score_gap_bucket=20+ AND spread_bucket=80+,race_type=3-hästarslopp AND score_gap_bucket=20+,3,45,24,53.3333,56,52.1859,52.9803,13.6946,0.7944,True,Lopptyp = 3-hästarslopp -> ScoreGap = 20+ -> Spread = 80+,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""}]",45,50.4904,0.8182
51,score_gap_bucket=20+ AND spike_gap_bucket=40+ AND spike_score_bucket=350–375 AND yellow_warning=false,score_gap_bucket=20+ AND spike_gap_bucket=40+ AND yellow_warning=false,4,13,8,61.5385,28,57.2596,58.9452,19.6595,1.6856,True,ScoreGap = 20+ -> SpikeGap = 40+ -> SpikeScore = 350–375 -> Gul varning = Nej,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":false}]",13,50.3976,0.5652
52,spike_score_bucket=400+ AND spread_bucket=80+ AND yellow_warning=true,spike_score_bucket=400+ AND yellow_warning=true,3,7,6,85.7143,10,52.4567,66.151,26.8653,13.6943,True,SpikeScore = 400+ -> Spread = 80+ -> Gul varning = Ja,"[{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""400+""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",7,50.3479,0.4118
53,spike_gap_bucket=40+ AND yellow_warning=false,spike_gap_bucket=40+,2,53,29,54.717,107,46.3442,52.4231,13.1374,6.0789,True,SpikeGap = 40+ -> Gul varning = Nej,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":false}]",53,50.3378,0.8413
54,spike_gap_bucket=40+ AND spike_score_bucket=325–350 AND spread_bucket=80+,spike_gap_bucket=40+ AND spike_score_bucket=325–350,3,8,6,75.0,24,59.7019,64.0728,24.7871,4.3709,True,SpikeGap = 40+ -> SpikeScore = 325–350 -> Spread = 80+,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""}]",8,50.3022,0.4444
55,race_type=3-hästarslopp AND red_warning=false,race_type=3-hästarslopp,2,70,37,52.8571,77,48.3063,51.8458,12.5601,3.5395,True,Lopptyp = 3-hästarslopp -> Röd varning = Nej,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false}]",70,50.2758,0.875
56,race_type=3-hästarslopp AND score_gap_bucket=20+,race_type=3-hästarslopp,2,56,30,53.5714,77,48.3063,52.1859,12.9002,3.8796,True,Lopptyp = 3-hästarslopp -> ScoreGap = 20+,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""}]",56,50.2313,0.8485
57,spike_gap_bucket=40+ AND spread_bucket=80+,spike_gap_bucket=40+,2,41,23,56.0976,107,46.3442,52.8997,13.614,6.5555,True,SpikeGap = 40+ -> Spread = 80+,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""}]",41,50.2303,0.8039
58,score_gap_bucket=20+ AND spike_score_bucket=400+ AND spread_bucket=80+ AND yellow_warning=true,spike_score_bucket=400+ AND spread_bucket=80+ AND yellow_warning=true,4,5,4,80.0,7,66.151,71.9214,32.6357,5.7704,True,ScoreGap = 20+ -> SpikeScore = 400+ -> Spread = 80+ -> Gul varning = Ja,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""400+""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",5,50.1643,0.3333
59,race_type=3-hästarslopp AND score_gap_bucket=20+ AND spike_gap_bucket=40+ AND yellow_warning=false,race_type=3-hästarslopp AND score_gap_bucket=20+ AND spike_gap_bucket=40+,4,12,7,58.3333,27,59.7269,59.2043,19.9186,-0.5226,True,Lopptyp = 3-hästarslopp -> ScoreGap = 20+ -> SpikeGap = 40+ -> Gul varning = Nej,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":false}]",12,50.1504,0.5455
60,race_type=3-hästarslopp AND spike_gap_bucket=40+ AND yellow_warning=true,race_type=3-hästarslopp AND spike_gap_bucket=40+,3,22,12,54.5455,39,55.3581,54.9324,15.6467,-0.4257,True,Lopptyp = 3-hästarslopp -> SpikeGap = 40+ -> Gul varning = Ja,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",22,50.0428,0.6875
61,race_type=3-hästarslopp AND red_warning=false AND spike_score_bucket=350–375 AND spread_bucket=80+,red_warning=false AND spike_score_bucket=350–375 AND spread_bucket=80+,4,21,12,57.1429,27,53.0466,55.1447,15.859,2.0981,True,Lopptyp = 3-hästarslopp -> Röd varning = Nej -> SpikeScore = 350–375 -> Spread = 80+,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""}]",21,50.0289,0.6774
62,spike_gap_bucket=40+ AND spike_score_bucket=325–350 AND spread_bucket=<60,spike_gap_bucket=40+ AND spike_score_bucket=325–350,3,9,6,66.6667,24,59.7019,61.8634,22.5777,2.1615,True,SpikeGap = 40+ -> SpikeScore = 325–350 -> Spread = <60,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""<60""}]",9,49.9804,0.4737
63,race_type=3-hästarslopp AND red_warning=false AND spread_bucket=80+,race_type=3-hästarslopp AND red_warning=false,3,52,27,51.9231,70,51.8458,51.9016,12.6159,0.0558,True,Lopptyp = 3-hästarslopp -> Röd varning = Nej -> Spread = 80+,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""}]",52,49.8668,0.8387
64,race_type=3-hästarslopp AND spike_gap_bucket=40+ AND spike_score_bucket=325–350 AND spread_bucket=80+,race_type=3-hästarslopp AND spike_gap_bucket=40+ AND spike_score_bucket=325–350,4,5,4,80.0,10,66.4679,70.9786,31.6929,4.5107,True,Lopptyp = 3-hästarslopp -> SpikeGap = 40+ -> SpikeScore = 325–350 -> Spread = 80+,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""}]",5,49.85,0.3333
65,spike_gap_bucket=40+ AND spike_score_bucket=350–375 AND yellow_warning=false,spike_gap_bucket=40+ AND yellow_warning=false,3,21,12,57.1429,53,52.4231,54.8405,15.5548,2.4174,True,SpikeGap = 40+ -> SpikeScore = 350–375 -> Gul varning = Nej,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":false}]",21,49.8228,0.6774
66,score_gap_bucket=20+ AND spike_gap_bucket=40+,spike_gap_bucket=40+,2,56,30,53.5714,107,46.3442,51.6695,12.3838,5.3253,True,ScoreGap = 20+ -> SpikeGap = 40+,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""}]",56,49.7932,0.8485
67,race_type=3-hästarslopp AND red_warning=false AND spike_gap_bucket=40+ AND value_count_bucket=1,race_type=3-hästarslopp AND red_warning=false AND spike_gap_bucket=40+,4,10,6,60.0,35,60.1302,60.0868,20.8011,-0.0434,True,Lopptyp = 3-hästarslopp -> Röd varning = Nej -> SpikeGap = 40+ -> Antal value = 1,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",10,49.6863,0.5
68,score_gap_bucket=20+ AND spread_bucket=70–80 AND yellow_warning=true,spread_bucket=70–80 AND yellow_warning=true,3,13,9,69.2308,20,50.1817,57.6859,18.4002,7.5042,True,ScoreGap = 20+ -> Spread = 70–80 -> Gul varning = Ja,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""70–80""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",13,49.6858,0.5652
69,score_gap_bucket=20+ AND spike_score_bucket=325–350,score_gap_bucket=20+,2,20,13,65.0,116,44.7479,54.874,15.5882,10.126,True,ScoreGap = 20+ -> SpikeScore = 325–350,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""}]",20,49.6779,0.6667
70,race_type=3-hästarslopp AND spike_score_bucket=325–350,race_type=3-hästarslopp,2,12,9,75.0,77,48.3063,58.3164,19.0307,10.0101,True,Lopptyp = 3-hästarslopp -> SpikeScore = 325–350,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""}]",12,49.6661,0.5455
71,race_type=Öppet lopp AND score_gap_bucket=20+ AND spike_gap_bucket=40+ AND spread_bucket=80+ AND yellow_warning=false,score_gap_bucket=20+ AND spike_gap_bucket=40+ AND spread_bucket=80+ AND yellow_warning=false,5,8,5,62.5,16,62.61,62.5733,23.2876,-0.0367,False,Lopptyp = Öppet lopp -> ScoreGap = 20+ -> SpikeGap = 40+ -> Spread = 80+ -> Gul varning = Nej,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":false}]",8,49.6358,0.4444
72,score_gap_bucket=20+ AND spike_gap_bucket=40+ AND spread_bucket=80+ AND yellow_warning=true,score_gap_bucket=20+ AND spike_gap_bucket=40+ AND spread_bucket=80+,4,17,9,52.9412,33,57.698,55.5124,16.2267,-2.1856,True,ScoreGap = 20+ -> SpikeGap = 40+ -> Spread = 80+ -> Gul varning = Ja,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",17,49.5025,0.6296
73,race_type=Öppet lopp AND score_gap_bucket=20+ AND spike_gap_bucket=40+ AND spike_score_bucket=325–350 AND yellow_warning=false,race_type=Öppet lopp AND spike_gap_bucket=40+ AND spike_score_bucket=325–350 AND yellow_warning=false,5,3,3,100.0,9,77.4415,83.0811,43.7954,5.6396,False,Lopptyp = Öppet lopp -> ScoreGap = 20+ -> SpikeGap = 40+ -> SpikeScore = 325–350 -> Gul varning = Nej,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":false}]",3,49.3923,0.2308
74,red_warning=false AND spike_gap_bucket=40+ AND spread_bucket=70–80 AND yellow_warning=true,red_warning=false AND spike_gap_bucket=40+ AND spread_bucket=70–80,4,6,5,83.3333,15,59.3971,66.236,26.9503,6.8389,True,Röd varning = Nej -> SpikeGap = 40+ -> Spread = 70–80 -> Gul varning = Ja,"[{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""70–80""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",6,49.3921,0.375
75,score_gap_bucket=20+ AND spike_score_bucket=350–375 AND yellow_warning=false,spike_score_bucket=350–375 AND yellow_warning=false,3,19,11,57.8947,34,51.5491,54.6406,15.3548,3.0915,True,ScoreGap = 20+ -> SpikeScore = 350–375 -> Gul varning = Nej,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":false}]",19,49.3458,0.6552
76,red_warning=false AND spike_score_bucket=350–375 AND spread_bucket=80+,spike_score_bucket=350–375 AND spread_bucket=80+,3,27,15,55.5556,28,49.6594,53.0466,13.7608,3.3872,True,Röd varning = Nej -> SpikeScore = 350–375 -> Spread = 80+,"[{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""}]",27,49.3274,0.7297
77,race_type=3-hästarslopp AND spike_gap_bucket=40+ AND spread_bucket=80+ AND yellow_warning=true,race_type=3-hästarslopp AND spike_gap_bucket=40+ AND spread_bucket=80+,4,15,8,53.3333,25,57.9369,55.9639,16.6782,-1.973,True,Lopptyp = 3-hästarslopp -> SpikeGap = 40+ -> Spread = 80+ -> Gul varning = Ja,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",15,49.2926,0.6
78,red_warning=false AND spike_gap_bucket=0–10 AND spike_score_bucket=350–375 AND yellow_warning=true,red_warning=false AND spike_gap_bucket=0–10 AND spike_score_bucket=350–375,4,8,5,62.5,11,60.9691,61.6137,22.328,0.6446,True,Röd varning = Nej -> SpikeGap = 0–10 -> SpikeScore = 350–375 -> Gul varning = Ja,"[{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""0–10""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",8,49.2093,0.4444
79,red_warning=false AND spike_gap_bucket=40+ AND spread_bucket=80+ AND yellow_warning=true,red_warning=false AND spike_gap_bucket=40+ AND spread_bucket=80+,4,19,10,52.6316,40,55.9666,54.3418,15.0561,-1.6248,True,Röd varning = Nej -> SpikeGap = 40+ -> Spread = 80+ -> Gul varning = Ja,"[{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",19,49.15,0.6552
80,race_type=Öppet lopp AND score_gap_bucket=20+ AND spike_gap_bucket=40+ AND spike_score_bucket=350–375 AND yellow_warning=false,race_type=Öppet lopp AND score_gap_bucket=20+ AND spike_gap_bucket=40+ AND yellow_warning=false,5,7,5,71.4286,16,59.5887,63.1921,23.9064,3.6034,False,Lopptyp = Öppet lopp -> ScoreGap = 20+ -> SpikeGap = 40+ -> SpikeScore = 350–375 -> Gul varning = Nej,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":false}]",7,49.1295,0.4118
