environment_rank,environment_key,parent_key,depth,observations,winners,hit_rate_percent,parent_observations,parent_adjusted_hit_rate_percent,adjusted_hit_rate_percent,lift_vs_root_pp,lift_vs_parent_pp,can_grow,environment,conditions_json,historical_row_count,ranking_score_percent,evidence_factor
223,red_warning=false AND spike_gap_bucket=40+ AND spike_score_bucket=350–375,red_warning=false AND spike_gap_bucket=40+,3,29,14,48.2759,93,48.9105,48.5349,9.2492,-0.3756,True,Röd varning = Nej -> SpikeGap = 40+ -> SpikeScore = 350–375,"[{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""}]",29,46.1633,0.7436
224,race_type=Öppet lopp AND score_gap_bucket=20+ AND spike_gap_bucket=40+,score_gap_bucket=20+ AND spike_gap_bucket=40+,3,28,13,46.4286,56,51.6695,48.6123,9.3266,-3.0572,True,Lopptyp = Öppet lopp -> ScoreGap = 20+ -> SpikeGap = 40+,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""}]",28,46.1579,0.7368
225,score_gap_bucket=20+ AND spike_gap_bucket=40+ AND yellow_warning=true,score_gap_bucket=20+ AND spike_gap_bucket=40+,3,28,13,46.4286,56,51.6695,48.6123,9.3266,-3.0572,True,ScoreGap = 20+ -> SpikeGap = 40+ -> Gul varning = Ja,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",28,46.1579,0.7368
226,score_gap_bucket=20+ AND spike_score_bucket=325–350 AND spread_bucket=70–80,score_gap_bucket=20+ AND spike_score_bucket=325–350,3,6,4,66.6667,20,54.874,57.5954,18.3097,2.7214,True,ScoreGap = 20+ -> SpikeScore = 325–350 -> Spread = 70–80,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""70–80""}]",6,46.1518,0.375
227,score_gap_bucket=20+ AND spike_score_bucket=325–350 AND value_count_bucket=1,score_gap_bucket=20+ AND spike_score_bucket=325–350,3,6,4,66.6667,20,54.874,57.5954,18.3097,2.7214,True,ScoreGap = 20+ -> SpikeScore = 325–350 -> Antal value = 1,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",6,46.1518,0.375
228,race_type=3-hästarslopp AND score_gap_bucket=20+ AND spike_gap_bucket=40+ AND spread_bucket=70–80 AND yellow_warning=true,race_type=3-hästarslopp AND score_gap_bucket=20+ AND spike_gap_bucket=40+ AND yellow_warning=true,5,3,3,100.0,15,62.7011,68.9176,29.6319,6.2165,False,Lopptyp = 3-hästarslopp -> ScoreGap = 20+ -> SpikeGap = 40+ -> Spread = 70–80 -> Gul varning = Ja,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""70–80""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",3,46.1238,0.2308
229,race_type=3-hästarslopp AND score_gap_bucket=20+ AND spike_gap_bucket=40+ AND spike_score_bucket=375–400,race_type=3-hästarslopp AND score_gap_bucket=20+ AND spike_gap_bucket=40+,4,6,3,50.0,27,59.7269,57.4822,18.1965,-2.2447,True,Lopptyp = 3-hästarslopp -> ScoreGap = 20+ -> SpikeGap = 40+ -> SpikeScore = 375–400,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""375–400""}]",6,46.1094,0.375
230,score_gap_bucket=20+ AND spread_bucket=80+ AND yellow_warning=false,score_gap_bucket=20+ AND spread_bucket=80+,3,37,18,48.6486,70,46.6106,47.9335,8.6478,1.3229,True,ScoreGap = 20+ -> Spread = 80+ -> Gul varning = Nej,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":false}]",37,46.0935,0.7872
231,red_warning=false AND spread_bucket=80+ AND yellow_warning=true,spread_bucket=80+ AND yellow_warning=true,3,39,19,48.7179,49,46.0715,47.8208,8.5351,1.7493,True,Röd varning = Nej -> Spread = 80+ -> Gul varning = Ja,"[{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",39,46.0789,0.7959
232,score_gap_bucket=20+ AND spread_bucket=70–80,spread_bucket=70–80,2,23,12,52.1739,37,45.3634,49.0062,9.7205,3.6428,True,ScoreGap = 20+ -> Spread = 70–80,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""70–80""}]",23,46.0606,0.697
233,score_gap_bucket=20+ AND spike_gap_bucket=40+ AND spike_score_bucket=375–400 AND spread_bucket=80+,score_gap_bucket=20+ AND spike_gap_bucket=40+ AND spread_bucket=80+,4,9,4,44.4444,33,57.698,53.5848,14.2991,-4.1132,True,ScoreGap = 20+ -> SpikeGap = 40+ -> SpikeScore = 375–400 -> Spread = 80+,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""375–400""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""}]",9,46.059,0.4737
234,race_type=Öppet lopp AND red_warning=false AND spike_score_bucket=350–375,red_warning=false AND spike_score_bucket=350–375,3,31,15,48.3871,63,47.9958,48.2336,8.9479,0.2378,True,Lopptyp = Öppet lopp -> Röd varning = Nej -> SpikeScore = 350–375,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""}]",31,46.0512,0.7561
235,red_warning=false AND spike_gap_bucket=40+ AND spike_score_bucket=375–400 AND spread_bucket=70–80,red_warning=false AND spike_gap_bucket=40+ AND spread_bucket=70–80,4,4,3,75.0,15,59.3971,62.6819,23.3962,3.2848,False,Röd varning = Nej -> SpikeGap = 40+ -> SpikeScore = 375–400 -> Spread = 70–80,"[{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""375–400""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""70–80""}]",4,45.9703,0.2857
236,race_type=Öppet lopp AND score_gap_bucket=20+ AND spike_score_bucket=350–375,score_gap_bucket=20+ AND spike_score_bucket=350–375,3,15,8,53.3333,38,48.1889,50.3937,11.1079,2.2048,True,Lopptyp = Öppet lopp -> ScoreGap = 20+ -> SpikeScore = 350–375,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""}]",15,45.9505,0.6
237,red_warning=false AND spike_gap_bucket=40+ AND value_count_bucket=2,red_warning=false AND spike_gap_bucket=40+,3,10,6,60.0,93,48.9105,52.607,13.3213,3.6965,True,Röd varning = Nej -> SpikeGap = 40+ -> Antal value = 2,"[{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""2""}]",10,45.9464,0.5
238,race_type=3-hästarslopp AND score_gap_bucket=15–20 AND spike_gap_bucket=40+ AND yellow_warning=false,race_type=3-hästarslopp AND spike_gap_bucket=40+ AND yellow_warning=false,4,4,3,75.0,17,59.653,62.5762,23.2905,2.9232,False,Lopptyp = 3-hästarslopp -> ScoreGap = 15–20 -> SpikeGap = 40+ -> Gul varning = Nej,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""15–20""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":false}]",4,45.9401,0.2857
239,spike_gap_bucket=0–10 AND spike_score_bucket=350–375,spike_score_bucket=350–375,2,13,8,61.5385,77,44.1826,51.0198,11.734,6.8372,True,SpikeGap = 0–10 -> SpikeScore = 350–375,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""0–10""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""}]",13,45.918,0.5652
240,race_type=Öppet lopp AND spike_gap_bucket=0–10 AND spike_score_bucket=350–375,spike_gap_bucket=0–10 AND spike_score_bucket=350–375,3,5,4,80.0,13,51.0198,59.0699,19.7841,8.0501,True,Lopptyp = Öppet lopp -> SpikeGap = 0–10 -> SpikeScore = 350–375,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""0–10""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""}]",5,45.8804,0.3333
241,race_type=3-hästarslopp AND spike_gap_bucket=40+ AND spread_bucket=70–80 AND value_count_bucket=1,spike_gap_bucket=40+ AND spread_bucket=70–80 AND value_count_bucket=1,4,5,3,60.0,7,58.4042,59.0691,19.7834,0.6649,True,Lopptyp = 3-hästarslopp -> SpikeGap = 40+ -> Spread = 70–80 -> Antal value = 1,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""70–80""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",5,45.8802,0.3333
242,spike_score_bucket=400+ AND yellow_warning=true,spike_score_bucket=400+,2,10,7,70.0,19,43.2234,52.4567,13.171,9.2333,True,SpikeScore = 400+ -> Gul varning = Ja,"[{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""400+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",10,45.8712,0.5
243,race_type=3-hästarslopp AND score_gap_bucket=20+ AND spike_gap_bucket=40+ AND value_count_bucket=2,race_type=3-hästarslopp AND score_gap_bucket=20+ AND spike_gap_bucket=40+,4,4,3,75.0,27,59.7269,62.2724,22.9867,2.5455,False,Lopptyp = 3-hästarslopp -> ScoreGap = 20+ -> SpikeGap = 40+ -> Antal value = 2,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""2""}]",4,45.8533,0.2857
244,score_gap_bucket=0–5 AND spike_gap_bucket=40+ AND spike_score_bucket=325–350,spike_gap_bucket=40+ AND spike_score_bucket=325–350,3,4,3,75.0,24,59.7019,62.2516,22.9659,2.5497,False,ScoreGap = 0–5 -> SpikeGap = 40+ -> SpikeScore = 325–350,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""0–5""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""}]",4,45.8474,0.2857
245,red_warning=false AND spike_gap_bucket=40+ AND spike_score_bucket=350–375 AND spread_bucket=70–80,red_warning=false AND spike_gap_bucket=40+ AND spread_bucket=70–80,4,6,3,50.0,15,59.3971,56.7122,17.4265,-2.6849,True,Röd varning = Nej -> SpikeGap = 40+ -> SpikeScore = 350–375 -> Spread = 70–80,"[{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""70–80""}]",6,45.8206,0.375
246,race_type=3-hästarslopp AND spike_score_bucket=325–350 AND value_count_bucket=1,race_type=3-hästarslopp AND spike_score_bucket=325–350,3,5,3,60.0,12,58.3164,58.8116,19.5259,0.4952,True,Lopptyp = 3-hästarslopp -> SpikeScore = 325–350 -> Antal value = 1,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",5,45.7943,0.3333
247,score_gap_bucket=20+ AND spike_score_bucket=400+ AND spread_bucket=80+,spike_score_bucket=400+ AND spread_bucket=80+,3,11,6,54.5455,14,49.3804,51.653,12.3673,2.2726,True,ScoreGap = 20+ -> SpikeScore = 400+ -> Spread = 80+,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""400+""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""}]",11,45.7638,0.5238
248,spike_gap_bucket=40+,,1,107,51,47.6636,252,39.2857,46.3442,7.0585,7.0585,True,SpikeGap = 40+,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""}]",107,45.7409,0.9145
249,score_gap_bucket=15–20 AND spike_gap_bucket=40+ AND spread_bucket=70–80,spike_gap_bucket=40+ AND spread_bucket=70–80,3,4,4,100.0,18,53.3391,61.8229,22.5372,8.4838,False,ScoreGap = 15–20 -> SpikeGap = 40+ -> Spread = 70–80,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""15–20""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""70–80""}]",4,45.7249,0.2857
250,race_type=Öppet lopp AND score_gap_bucket=20+ AND spike_score_bucket=325–350,score_gap_bucket=20+ AND spike_score_bucket=325–350,3,11,5,45.4545,20,54.874,51.5316,12.2459,-3.3424,True,Lopptyp = Öppet lopp -> ScoreGap = 20+ -> SpikeScore = 325–350,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""}]",11,45.7002,0.5238
251,race_type=3-hästarslopp AND value_count_bucket=3+,race_type=3-hästarslopp,2,6,5,83.3333,77,48.3063,56.3895,17.1037,8.0832,True,Lopptyp = 3-hästarslopp -> Antal value = 3+,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""3+""}]",6,45.6996,0.375
252,score_gap_bucket=20+ AND spread_bucket=80+,score_gap_bucket=20+,2,70,33,47.1429,116,44.7479,46.6106,7.3249,1.8627,True,ScoreGap = 20+ -> Spread = 80+,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""}]",70,45.695,0.875
253,race_type=Öppet lopp AND score_gap_bucket=15–20 AND spike_score_bucket=375–400 AND yellow_warning=true,race_type=Öppet lopp AND score_gap_bucket=15–20 AND spike_score_bucket=375–400,4,4,3,75.0,5,51.0545,61.6969,22.4112,10.6424,False,Lopptyp = Öppet lopp -> ScoreGap = 15–20 -> SpikeScore = 375–400 -> Gul varning = Ja,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""15–20""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""375–400""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",4,45.6889,0.2857
254,race_type=Öppet lopp AND score_gap_bucket=0–5 AND spike_score_bucket=325–350 AND yellow_warning=false,race_type=Öppet lopp AND spike_score_bucket=325–350 AND yellow_warning=false,4,6,4,66.6667,20,53.2406,56.3389,17.0532,3.0983,True,Lopptyp = Öppet lopp -> ScoreGap = 0–5 -> SpikeScore = 325–350 -> Gul varning = Nej,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""0–5""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":false}]",6,45.6807,0.375
255,race_type=Öppet lopp AND red_warning=false AND spike_gap_bucket=40+ AND spike_score_bucket=350–375,red_warning=false AND spike_gap_bucket=40+ AND spike_score_bucket=350–375,4,18,9,50.0,29,48.5349,49.2289,9.9432,0.694,True,Lopptyp = Öppet lopp -> Röd varning = Nej -> SpikeGap = 40+ -> SpikeScore = 350–375,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""}]",18,45.6778,0.6429
256,score_gap_bucket=20+ AND spike_score_bucket=350–375 AND spread_bucket=70–80 AND yellow_warning=true,score_gap_bucket=20+ AND spread_bucket=70–80 AND yellow_warning=true,4,5,3,60.0,13,57.6859,58.3287,19.043,0.6428,True,ScoreGap = 20+ -> SpikeScore = 350–375 -> Spread = 70–80 -> Gul varning = Ja,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""70–80""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",5,45.6334,0.3333
257,race_type=Öppet lopp AND spread_bucket=70–80 AND value_count_bucket=1,spread_bucket=70–80 AND value_count_bucket=1,3,8,5,62.5,15,48.7791,53.5516,14.2659,4.7725,True,Lopptyp = Öppet lopp -> Spread = 70–80 -> Antal value = 1,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""70–80""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",8,45.6261,0.4444
258,race_type=3-hästarslopp AND score_gap_bucket=10–15 AND spike_score_bucket=350–375,race_type=3-hästarslopp AND score_gap_bucket=10–15,3,4,3,75.0,5,50.645,61.4694,22.1837,10.8244,False,Lopptyp = 3-hästarslopp -> ScoreGap = 10–15 -> SpikeScore = 350–375,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""10–15""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""}]",4,45.6239,0.2857
259,race_type=3-hästarslopp AND score_gap_bucket=20+ AND spike_gap_bucket=40+ AND spike_score_bucket=350–375 AND yellow_warning=false,race_type=3-hästarslopp AND score_gap_bucket=20+ AND spike_gap_bucket=40+ AND yellow_warning=false,5,6,3,50.0,12,59.2043,56.1362,16.8505,-3.0681,False,Lopptyp = 3-hästarslopp -> ScoreGap = 20+ -> SpikeGap = 40+ -> SpikeScore = 350–375 -> Gul varning = Nej,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":false}]",6,45.6046,0.375
260,race_type=3-hästarslopp AND spike_gap_bucket=40+ AND spread_bucket=80+ AND value_count_bucket=2,race_type=3-hästarslopp AND spike_gap_bucket=40+ AND spread_bucket=80+,4,6,3,50.0,25,57.9369,56.1053,16.8196,-1.8316,True,Lopptyp = 3-hästarslopp -> SpikeGap = 40+ -> Spread = 80+ -> Antal value = 2,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""2""}]",6,45.5931,0.375
261,race_type=Öppet lopp AND spike_gap_bucket=10–20 AND spread_bucket=70–80 AND yellow_warning=true,race_type=Öppet lopp AND spread_bucket=70–80 AND yellow_warning=true,4,3,3,100.0,9,55.2977,66.4733,27.1876,11.1756,False,Lopptyp = Öppet lopp -> SpikeGap = 10–20 -> Spread = 70–80 -> Gul varning = Ja,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""10–20""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""70–80""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",3,45.5598,0.2308
262,race_type=Öppet lopp AND spike_gap_bucket=0–10 AND spread_bucket=80+ AND yellow_warning=true,spike_gap_bucket=0–10 AND spread_bucket=80+ AND yellow_warning=true,4,3,3,100.0,11,57.2664,66.4236,27.1379,9.1572,False,Lopptyp = Öppet lopp -> SpikeGap = 0–10 -> Spread = 80+ -> Gul varning = Ja,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""0–10""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",3,45.5483,0.2308
263,spike_gap_bucket=0–10 AND spike_score_bucket=375–400 AND spread_bucket=80+ AND yellow_warning=true,spike_gap_bucket=0–10 AND spread_bucket=80+ AND yellow_warning=true,4,3,3,100.0,11,57.2664,66.4236,27.1379,9.1572,False,SpikeGap = 0–10 -> SpikeScore = 375–400 -> Spread = 80+ -> Gul varning = Ja,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""0–10""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""375–400""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",3,45.5483,0.2308
264,race_type=3-hästarslopp AND score_gap_bucket=20+ AND spike_gap_bucket=40+ AND spike_score_bucket=350–375,race_type=3-hästarslopp AND score_gap_bucket=20+ AND spike_gap_bucket=40+,4,8,3,37.5,27,59.7269,53.3764,14.0906,-6.3505,True,Lopptyp = 3-hästarslopp -> ScoreGap = 20+ -> SpikeGap = 40+ -> SpikeScore = 350–375,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""}]",8,45.5482,0.4444
265,spike_gap_bucket=0–10 AND spike_score_bucket=350–375 AND spread_bucket=80+,spike_gap_bucket=0–10 AND spike_score_bucket=350–375,3,6,4,66.6667,13,51.0198,55.9609,16.6752,4.9411,True,SpikeGap = 0–10 -> SpikeScore = 350–375 -> Spread = 80+,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""0–10""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""}]",6,45.5389,0.375
266,score_gap_bucket=0–5 AND spike_score_bucket=325–350 AND spread_bucket=<60 AND yellow_warning=false,spike_score_bucket=325–350 AND spread_bucket=<60 AND yellow_warning=false,4,5,3,60.0,12,57.1757,58.0064,18.7207,0.8307,True,ScoreGap = 0–5 -> SpikeScore = 325–350 -> Spread = <60 -> Gul varning = Nej,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""0–5""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""<60""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":false}]",5,45.5259,0.3333
267,spike_gap_bucket=40+ AND spike_score_bucket=350–375 AND spread_bucket=70–80,spike_gap_bucket=40+ AND spread_bucket=70–80,3,7,4,57.1429,18,53.3391,54.4042,15.1184,1.0651,True,SpikeGap = 40+ -> SpikeScore = 350–375 -> Spread = 70–80,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""70–80""}]",7,45.511,0.4118
268,spike_gap_bucket=40+ AND spike_score_bucket=400+ AND yellow_warning=true,spike_score_bucket=400+ AND yellow_warning=true,3,7,4,57.1429,10,52.4567,54.3863,15.1006,1.9296,True,SpikeGap = 40+ -> SpikeScore = 400+ -> Gul varning = Ja,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""400+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",7,45.5036,0.4118
269,race_type=3-hästarslopp AND red_warning=false AND spread_bucket=80+ AND value_count_bucket=2,red_warning=false AND spread_bucket=80+ AND value_count_bucket=2,4,8,4,50.0,11,55.653,53.2728,13.9871,-2.3802,True,Lopptyp = 3-hästarslopp -> Röd varning = Nej -> Spread = 80+ -> Antal value = 2,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""2""}]",8,45.5022,0.4444
